wave n k
0.0036427 0.9957338 0.00099366
0.0036511 0.9957153 0.0010008
0.0036595 0.9956944 0.001008
0.0036679 0.9956755 0.0010152
0.0036764 0.9956544 0.0010226
0.0036849 0.9956357 0.0010299
0.0036934 0.9956142 0.0010373
0.0037019 0.9955952 0.0010448
0.0037104 0.9955738 0.0010523
0.003719 0.9955546 0.0010598
0.0037275 0.9955327 0.0010674
0.0037361 0.9955134 0.0010751
0.0037447 0.9954917 0.0010828
0.0037534 0.9954719 0.0010905
0.003762 0.9954501 0.0010983
0.0037707 0.9954305 0.0011061
0.0037794 0.995408 0.001114
0.0037881 0.9953882 0.001122
0.0037968 0.9953659 0.00113
0.0038056 0.9953456 0.001138
0.0038144 0.995323 0.0011461
0.0038232 0.9953029 0.0011543
0.003832 0.9952801 0.0011625
0.0038408 0.9952595 0.0011708
0.0038497 0.9952366 0.0011792
0.0038585 0.9952162 0.0011876
0.0038674 0.9951927 0.001196
0.0038763 0.9951721 0.0012046
0.0038853 0.9951487 0.0012131
0.0038942 0.9951276 0.0012217
0.0039032 0.9951041 0.0012304
0.0039122 0.9950831 0.0012392
0.0039212 0.9950593 0.0012479
0.0039303 0.9950377 0.0012568
0.0039393 0.9950137 0.0012658
0.0039484 0.9949925 0.0012748
0.0039575 0.9949678 0.001284
0.0039666 0.9949464 0.0012932
0.0039758 0.994922 0.0013024
0.0039849 0.9949 0.0013117
0.0039941 0.9948754 0.0013211
0.0040033 0.9948537 0.0013305
0.0040126 0.9948284 0.00134
0.0040218 0.9948064 0.0013496
0.0040311 0.9947813 0.0013592
0.0040404 0.9947592 0.0013689
0.0040497 0.9947335 0.0013787
0.004059 0.9947112 0.0013886
0.0040684 0.9946856 0.0013985
0.0040778 0.9946627 0.0014086
0.0040872 0.994637 0.0014187
0.0040966 0.9946145 0.0014289
0.004106 0.9945881 0.0014392
0.0041155 0.9945653 0.0014495
0.004125 0.9945392 0.00146
0.0041345 0.9945158 0.0014705
0.004144 0.9944895 0.001481
0.0041536 0.9944664 0.0014916
0.0041631 0.9944394 0.0015024
0.0041727 0.9944161 0.0015131
0.0041824 0.9943892 0.001524
0.004192 0.9943657 0.001535
0.0042017 0.9943382 0.0015461
0.0042114 0.9943146 0.0015572
0.0042211 0.9942874 0.0015684
0.0042308 0.9942631 0.0015797
0.0042405 0.9942357 0.0015911
0.0042503 0.9942118 0.0016025
0.0042601 0.9941836 0.0016141
0.0042699 0.9941594 0.0016257
0.0042798 0.9941314 0.0016374
0.0042896 0.9941071 0.0016492
0.0042995 0.9940785 0.0016612
0.0043094 0.994054 0.0016731
0.0043194 0.9940257 0.0016852
0.0043293 0.9940005 0.0016973
0.0043393 0.993972 0.0017095
0.0043493 0.9939473 0.0017218
0.0043593 0.9939179 0.0017342
0.0043694 0.9938929 0.0017467
0.0043795 0.9938638 0.0017594
0.0043896 0.9938381 0.0017721
0.0043997 0.9938089 0.0017848
0.0044098 0.9937835 0.0017977
0.00442 0.993754 0.0018106
0.0044302 0.9937279 0.0018236
0.0044404 0.9936983 0.0018368
0.0044506 0.9936726 0.00185
0.0044609 0.9936421 0.0018633
0.0044712 0.9936162 0.0018768
0.0044815 0.993586 0.0018903
0.0044918 0.9935594 0.0019039
0.0045022 0.993529 0.0019176
0.0045125 0.9935027 0.0019315
0.0045229 0.9934721 0.0019453
0.0045334 0.9934451 0.0019593
0.0045438 0.9934143 0.0019734
0.0045543 0.9933877 0.0019876
0.0045648 0.993356 0.0020019
0.0045753 0.9933292 0.0020163
0.0045859 0.9932979 0.0020308
0.0045964 0.9932703 0.0020454
0.004607 0.9932388 0.00206
0.0046177 0.9932118 0.0020748
0.0046283 0.9931792 0.0020897
0.004639 0.9931519 0.0021047
0.0046497 0.9931197 0.0021199
0.0046604 0.9930923 0.0021351
0.0046711 0.9930593 0.0021505
0.0046819 0.9930316 0.0021659
0.0046927 0.9929991 0.0021814
0.0047035 0.9929706 0.002197
0.0047143 0.9929378 0.0022127
0.0047252 0.9929098 0.0022285
0.0047361 0.992876 0.0022445
0.004747 0.9928477 0.0022606
0.004758 0.9928143 0.0022768
0.0047689 0.992786 0.0022931
0.0047799 0.9927516 0.0023096
0.0047909 0.992723 0.0023261
0.004802 0.9926892 0.0023428
0.0048131 0.9926597 0.0023596
0.0048242 0.9926257 0.0023765
0.0048353 0.9925968 0.0023935
0.0048464 0.9925618 0.0024107
0.0048576 0.9925327 0.0024279
0.0048688 0.9924981 0.0024452
0.00488 0.992468 0.0024627
0.0048913 0.9924332 0.0024803
0.0049025 0.9924036 0.002498
0.0049138 0.9923684 0.0025159
0.0049252 0.992338 0.0025339
0.0049365 0.9923028 0.002552
0.0049479 0.992273 0.0025701
0.0049593 0.9922366 0.0025884
0.0049707 0.9922065 0.0026068
0.0049822 0.9921705 0.0026254
0.0049937 0.9921394 0.0026441
0.0050052 0.9921033 0.002663
0.0050167 0.9920727 0.002682
0.0050283 0.9920363 0.0027012
0.0050399 0.9920049 0.0027205
0.0050515 0.9919683 0.0027399
0.0050632 0.9919377 0.0027594
0.0050748 0.9918999 0.0027791
0.0050865 0.991869 0.0027989
0.0050983 0.9918318 0.0028187
0.00511 0.9917998 0.0028388
0.0051218 0.9917624 0.002859
0.0051336 0.9917312 0.0028793
0.0051454 0.9916926 0.0028998
0.0051573 0.9916611 0.0029203
0.0051692 0.991623 0.002941
0.0051811 0.9915913 0.0029619
0.005193 0.991552 0.002983
0.005205 0.9915202 0.0030042
0.005217 0.9914816 0.0030255
0.005229 0.9914486 0.003047
0.0052411 0.99141 0.0030686
0.0052532 0.9913779 0.0030903
0.0052653 0.9913378 0.0031122
0.0052774 0.9913054 0.0031343
0.0052896 0.9912659 0.0031565
0.0053018 0.9912333 0.0031788
0.005314 0.9911926 0.0032014
0.0053263 0.9911599 0.0032241
0.0053385 0.9911199 0.003247
0.0053508 0.991086 0.00327
0.0053632 0.9910461 0.0032932
0.0053755 0.9910131 0.0033165
0.0053879 0.9909719 0.0033399
0.0054003 0.9909386 0.0033634
0.0054128 0.9908978 0.0033871
0.0054253 0.9908631999999999 0.0034111
0.0054378 0.9908222 0.0034353
0.0054503 0.9907885 0.0034597
0.0054629 0.9907474000000001 0.0034842
0.0054755 0.9907125 0.0035087
0.0054881 0.9906713 0.0035334
0.0055007 0.9906375 0.0035583
0.0055134 0.9905946 0.0035834
0.0055261 0.9905605 0.0036086
0.0055389 0.9905184 0.003634
0.0055516 0.9904828999999999 0.0036597
0.0055644 0.9904407 0.0036855
0.0055773 0.9904062 0.0037115
0.0055901 0.9903637 0.0037376
0.005603 0.9903279 0.003764
0.0056159 0.9902853 0.0037904
0.0056289 0.9902507 0.0038171
0.0056419 0.9902065 0.0038439
0.0056549 0.9901716 0.003871
0.0056679 0.9901283 0.0038982
0.005681 0.990092 0.0039256
0.0056941 0.9900486 0.0039531
0.0057072 0.9900136 0.0039809
0.0057203 0.989969 0.0040088
0.0057335 0.989933 0.0040369
0.0057467 0.989889 0.0040652
0.00576 0.989854 0.0040936
0.0057733 0.989808 0.0041223
0.0057866 0.989772 0.0041512
0.0057999 0.989728 0.0041804
0.0058133 0.989691 0.0042097
0.0058267 0.989646 0.0042392
0.0058401 0.98961 0.0042688
0.0058536 0.989564 0.0042986
0.0058671 0.989528 0.0043286
0.0058806 0.989482 0.0043589
0.0058942 0.989446 0.0043895
0.0059077 0.9894 0.0044202
0.0059214 0.989363 0.0044511
0.005935 0.989318 0.0044822
0.0059487 0.98928 0.0045135
0.0059624 0.989234 0.004545
0.0059762 0.989198 0.0045766
0.0059899 0.989151 0.0046085
0.0060037 0.989114 0.0046406
0.0060176 0.989068 0.0046728
0.0060314 0.989031 0.0047052
0.0060454 0.988983 0.0047379
0.0060593 0.988947 0.0047708
0.0060733 0.9889 0.0048038
0.0060873 0.988862 0.0048371
0.0061013 0.988815 0.0048706
0.0061154 0.988779 0.0049042
0.0061295 0.98873 0.004938
0.0061436 0.988693 0.0049719
0.0061577 0.988646 0.0050061
0.0061719 0.988607 0.0050404
0.0061862 0.98856 0.005075
0.0062004 0.988523 0.0051098
0.0062147 0.988475 0.0051448
0.006229 0.988437 0.00518
0.0062434 0.988389 0.0052153
0.0062578 0.988352 0.0052507
0.0062722 0.988303 0.0052864
0.0062867 0.988265 0.0053222
0.0063012 0.988217 0.0053583
0.0063157 0.988178 0.0053947
0.0063303 0.98813 0.0054314
0.0063449 0.988092 0.0054682
0.0063595 0.988044 0.0055051
0.0063741 0.988005 0.005542
0.0063888 0.987957 0.0055791
0.0064036 0.987919 0.0056164
0.0064183 0.987869 0.0056539
0.0064331 0.987831 0.0056916
0.0064479 0.987782 0.0057296
0.0064628 0.987742 0.0057678
0.0064777 0.987694 0.0058062
0.0064926 0.987656 0.0058447
0.0065076 0.987605 0.0058833
0.0065226 0.987567 0.005922
0.0065376 0.987517 0.0059609
0.0065527 0.987479 0.0060001
0.0065678 0.987428 0.0060395
0.006583 0.98739 0.0060792
0.0065981 0.98734 0.006119
0.0066134 0.987299 0.0061591
0.0066286 0.98725 0.0061992
0.0066439 0.987212 0.0062395
0.0066592 0.987159 0.00628
0.0066745 0.987121 0.0063206
0.0066899 0.98707 0.0063615
0.0067054 0.987032 0.0064026
0.0067208 0.986979 0.006444
0.0067363 0.98694 0.0064855
0.0067518 0.986889 0.0065273
0.0067674 0.986848 0.0065693
0.006783 0.986796 0.0066117
0.0067986 0.986758 0.0066544
0.0068143 0.986704 0.0066973
0.00683 0.986665 0.0067404
0.0068458 0.986614 0.0067835
0.0068615 0.986573 0.0068268
0.0068774 0.986521 0.0068704
0.0068932 0.986482 0.0069142
0.0069091 0.98643 0.0069583
0.006925 0.986388 0.0070026
0.006941 0.986336 0.0070472
0.006957 0.986297 0.007092
0.006973 0.986243 0.007137
0.0069891 0.986203 0.0071822
0.0070052 0.986151 0.0072277
0.0070214 0.986109 0.0072735
0.0070376 0.986056 0.0073197
0.0070538 0.986017 0.0073663
0.00707 0.985964 0.0074129
0.0070863 0.985923 0.0074595
0.0071027 0.98587 0.0075061
0.007119 0.985831 0.007553
0.0071355 0.985775 0.0076004
0.0071519 0.985735 0.0076484
0.0071684 0.985682 0.0076966
0.0071849 0.98564 0.0077452
0.0072015 0.985587 0.0077939
0.0072181 0.985548 0.0078429
0.0072347 0.985493 0.007892
0.0072514 0.985453 0.0079414
0.0072681 0.9854 0.0079911
0.0072849 0.985361 0.0080411
0.0073017 0.985305 0.0080915
0.0073185 0.985266 0.008142
0.0073354 0.985213 0.0081928
0.0073523 0.985172 0.0082436
0.0073692 0.985119 0.0082947
0.0073862 0.985081 0.008346
0.0074032 0.985025 0.0083977
0.0074203 0.984986 0.0084496
0.0074374 0.984933 0.0085018
0.0074546 0.984896 0.008554
0.0074717 0.984841 0.0086064
0.007489 0.984803 0.0086588
0.0075062 0.98475 0.0087113
0.0075235 0.98471 0.008764
0.0075409 0.984658 0.0088169
0.0075583 0.984621 0.0088701
0.0075757 0.984566 0.0089235
0.0075931 0.984529 0.0089771
0.0076106 0.984477 0.0090305
0.0076282 0.984437 0.009084
0.0076458 0.984386 0.0091373
0.0076634 0.984349 0.0091907
0.0076811 0.984298 0.0092442
0.0076988 0.984258 0.0092978
0.0077165 0.984206 0.0093517
0.0077343 0.98417 0.0094058
0.0077521 0.984116 0.00946
0.00777 0.98408 0.0095141
0.0077879 0.98403 0.009568
0.0078059 0.98399 0.0096218
0.0078239 0.98394 0.0096755
0.0078419 0.983903 0.0097294
0.00786 0.983853 0.0097833
0.0078781 0.983814 0.009837
0.0078963 0.983765 0.0098903
0.0079145 0.983729 0.0099433
0.0079327 0.983676 0.0099962
0.007951 0.983639 0.010049
0.0079693 0.983589 0.010103
0.0079877 0.983549 0.010156
0.0080061 0.9835 0.010208
0.0080246 0.983463 0.01026
0.0080431 0.98341 0.010312
0.0080616 0.983372 0.010364
0.0080802 0.983321 0.010417
0.0080988 0.983284 0.010469
0.0081175 0.983231 0.01052
0.0081362 0.983192 0.010571
0.008155 0.983142 0.010622
0.0081738 0.983099 0.010672
0.0081926 0.983049 0.010722
0.0082115 0.983008 0.010772
0.0082304 0.982953 0.010821
0.0082494 0.982911 0.010871
0.0082684 0.982857 0.01092
0.0082875 0.982814 0.010969
0.0083066 0.982755 0.011018
0.0083257 0.98271 0.011067
0.0083449 0.982653 0.011117
0.0083641 0.982603 0.011167
0.0083834 0.982544 0.011217
0.0084028 0.982496 0.011268
0.0084221 0.982433 0.01132
0.0084415 0.982384 0.011373
0.008461 0.9823230000000001 0.011425
0.0084805 0.98227 0.011479
0.0085001 0.982209 0.011533
0.0085196 0.982159 0.011587
0.0085393 0.982096 0.011641
0.008559 0.982042 0.011696
0.0085787 0.981979 0.011751
0.0085985 0.981928 0.011807
0.0086183 0.98186 0.011864
0.0086382 0.981809 0.011921
0.0086581 0.981743 0.011978
0.008678 0.981688 0.012036
0.008698 0.981622 0.012094
0.0087181 0.981569 0.012153
0.0087382 0.981502 0.012212
0.0087583 0.981446 0.012272
0.0087785 0.981379 0.012333
0.0087988 0.981327 0.012393
0.008819 0.981256 0.012454
0.0088394 0.981203 0.012516
0.0088598 0.981133 0.012578
0.0088802 0.981076 0.012641
0.0089006 0.981007 0.012705
0.0089212 0.980954 0.012769
0.0089417 0.98088 0.012834
0.0089623 0.980827 0.012899
0.008983 0.980756 0.012965
0.0090037 0.980703 0.013031
0.0090245 0.980628 0.013098
0.0090453 0.9805740000000001 0.013165
0.0090661 0.980503 0.013233
0.009087 0.980445 0.013301
0.009108 0.980374 0.01337
0.009129 0.980321 0.013439
0.00915 0.980244 0.013509
0.0091711 0.98019 0.01358
0.0091922 0.980117 0.013651
0.0092134 0.980064 0.013724
0.0092347 0.979987 0.013796
0.009256 0.979934 0.013869
0.0092773 0.979862 0.013943
0.0092987 0.979804 0.014017
0.0093201 0.979732 0.014091
0.0093416 0.979679 0.014166
0.0093631 0.9796009999999999 0.014242
0.0093847 0.979548 0.014318
0.0094064 0.979475 0.014396
0.009428 0.979418 0.014474
0.0094498 0.979346 0.014552
0.0094716 0.979293 0.01463
0.0094934 0.979219 0.014709
0.0095153 0.979163 0.014789
0.0095372 0.979089 0.01487
0.0095592 0.979039 0.014951
0.0095812 0.978961 0.015033
0.0096033 0.978911 0.015116
0.0096255 0.978838 0.015198
0.0096477 0.978783 0.015281
0.0096699 0.97871 0.015365
0.0096922 0.97866 0.01545
0.0097145 0.978588 0.015536
0.0097369 0.978534 0.015621
0.0097594 0.978463 0.015707
0.0097819 0.978416 0.015794
0.0098044 0.97834 0.015881
0.009827 0.978292 0.015968
0.0098497 0.978222 0.016057
0.0098724 0.97817 0.016145
0.0098951 0.978101 0.016233
0.0099179 0.978055 0.016322
0.0099408 0.97798 0.016412
0.0099637 0.977934 0.016502
0.0099867 0.977864 0.016593
0.01001 0.97782 0.016684
0.010033 0.977747 0.016776
0.010056 0.977703 0.016868
0.010079 0.977636 0.01696
0.010102 0.977588 0.017053
0.010126 0.977522 0.017146
0.010149 0.977481 0.017239
0.010172 0.97741 0.017333
0.010196 0.977369 0.017427
0.010219 0.977304 0.017521
0.010243 0.977264 0.017615
0.010266 0.977195 0.017709
0.01029 0.977156 0.017804
0.010314 0.977092 0.017899
0.010338 0.977048 0.017995
0.010361 0.976987 0.018092
0.010385 0.976951 0.018188
0.010409 0.976886 0.018284
0.010433 0.97685 0.01838
0.010457 0.97679 0.018476
0.010481 0.97675 0.018572
0.010506 0.976692 0.018668
0.01053 0.976657 0.018764
0.010554 0.9766 0.01886
0.010578 0.976561 0.018956
0.010603 0.976505 0.019053
0.010627 0.976473 0.019149
0.010652 0.976412 0.019246
0.010676 0.9763809999999999 0.019343
0.010701 0.976328 0.019439
0.010726 0.976292 0.019535
0.01075 0.97624 0.019631
0.010775 0.976209 0.019726
0.0108 0.976157 0.019821
0.010825 0.976122 0.019916
0.01085 0.976071 0.020012
0.010875 0.976043 0.020107
0.0109 0.975988 0.020203
0.010925 0.97596 0.020298
0.01095 0.975911 0.020392
0.010975 0.975877 0.020486
0.011001 0.975829 0.02058
0.011026 0.975802 0.020674
0.011052 0.975748 0.020768
0.011077 0.97572 0.020863
0.011103 0.975672 0.020957
0.011128 0.975646 0.021051
0.011154 0.975592 0.021145
0.011179 0.975565 0.02124
0.011205 0.975518 0.021335
0.011231 0.975486 0.021431
0.011257 0.97544 0.021527
0.011283 0.975417 0.021624
0.011309 0.975365 0.021722
0.011335 0.975342 0.021819
0.011361 0.975297 0.021918
0.011387 0.975277 0.022017
0.011414 0.975228 0.022116
0.01144 0.97521 0.022216
0.011466 0.975168 0.022317
0.011493 0.975146 0.02242
0.011519 0.975108 0.022524
0.011546 0.975098 0.022629
0.011572 0.975058 0.022735
0.011599 0.975053 0.022841
0.011626 0.975023 0.022947
0.011653 0.975023 0.023055
0.011679 0.974991 0.023164
0.011706 0.974998 0.023275
0.011733 0.974983 0.023386
0.01176 0.974992 0.023498
0.011787 0.974987 0.02361
0.011815 0.975015 0.023723
0.011842 0.975013 0.023837
0.011869 0.975054 0.023953
0.011897 0.975075 0.024069
0.011924 0.975126 0.024186
0.011951 0.975167 0.024304
0.011979 0.97525 0.024423
0.012007 0.975318 0.024543
0.012034 0.975429 0.024665
0.012062 0.975542 0.024787
0.01209 0.975717 0.02491
0.012118 0.975891 0.025034
0.012146 0.97616 0.025159
0.012174 0.976479 0.025284
0.012202 0.976957 0.02541
0.01223 0.978006 0.025537
0.012258 0.977964 0.025035
0.012286 0.980171 0.022917
0.012315 0.979866 0.020978
0.012343 0.977502 0.020231
0.012371 0.976502 0.020345
0.0124 0.975818 0.020463
0.012752 0.9698599999999999 0.023685
0.013498 0.967015 0.026869
0.014288 0.964214 0.030252
0.015124 0.961292 0.033946
0.016009 0.958238 0.03813
0.016946 0.955252 0.042943
0.017938 0.952727 0.048335
0.018988 0.9512929999999999 0.053552
0.020099 0.9499299999999999 0.056776
0.021276 0.945481 0.058709
0.022521 0.938119 0.063253
0.023839 0.930869 0.070603
0.025234 0.924368 0.079329
0.026711 0.918215 0.08876
0.028274 0.9121 0.098785
0.029929 0.905809 0.10934
0.031681 0.89905 0.12032
0.033535 0.89155 0.13173
0.035497 0.88464 0.14233
0.037575 0.86539 0.15184
0.039774 0.84789 0.17418
0.042102 0.83157 0.19514
0.044566 0.80664 0.22125
0.047174 0.78156 0.26331
0.049935 0.76534 0.3108
0.052858 0.7476700000000001 0.35661
0.055951 0.70654 0.41216
0.059226 0.649 0.53433
0.062692 0.6893400000000001 0.74169
0.066361 0.84867 0.86302
0.070245 0.987969 0.90238
0.074357 1.10514 0.91448
0.078708 1.20424 0.91291
0.083315 1.30363 0.90101
0.088191 1.32202 0.86553
0.093353 1.40842 0.94436
0.098816 1.51886 0.94872
0.1046 1.6833399999999998 0.92842
0.11072 1.77413 0.78949
0.1172 1.80402 0.76593
0.12406 1.89187 0.68326
0.13132 1.87298 0.64579
0.13901 1.88052 0.60486
0.14714 2.2061 0.69585
0.15576 2.1957 0.29083
0.16487 2.0725 0.19697
0.17452 2.0225 0.14208
0.18473 1.96799 0.088878
0.19555 1.91419 0.056812
0.20699 1.8692 0.038695
0.21911 1.8305799999999999 0.028395
0.23193 1.79934 0.026318
0.2455 1.7762 0.027159
0.25987 1.76004 0.028312
0.27508 1.74683 0.028137
0.29118 1.7356099999999999 0.02829
0.30822 1.72652 0.028559
0.32626 1.71901 0.028696
0.34536 1.71268 0.028778
0.36557 1.7073399999999999 0.028876
0.38696 1.7028699999999999 0.028987
0.40961 1.69913 0.029072
0.43358 1.69597 0.02912
0.45896 1.6933099999999999 0.029166
0.48582 1.69106 0.029221
0.51426 1.68919 0.029283
0.54435 1.68764 0.02935
0.57621 1.6863700000000001 0.029418
0.60994 1.68533 0.029488
0.64563 1.6844999999999999 0.029561
0.68342 1.68383 0.029638
0.72342 1.6833200000000001 0.029723
0.76576 1.68293 0.029817
0.81058 1.68265 0.029916
0.85802 1.6824599999999998 0.030016
0.90823 1.6823299999999999 0.03012
0.96139 1.6822599999999999 0.030225
1.0177 1.6822300000000001 0.030321
1.0772 1.6821899999999999 0.030409
1.1403 1.68214 0.030506
1.207 1.68205 0.030634
1.2776 1.68191 0.03081
1.3524 1.68177 0.031036
1.4316 1.6816 0.031292
1.5154 1.6813799999999999 0.031553
1.604 1.68109 0.031812
1.6979 1.68067 0.032095
1.7973 1.6801300000000001 0.03242
1.9025 1.67946 0.032789
2.0138 1.67863 0.033205
2.1317 1.6776499999999999 0.033666
2.2564 1.67648 0.034153
2.3885 1.67506 0.034663
2.5283 1.67337 0.035209
2.6763 1.67134 0.035807
2.8329 1.66894 0.036474
2.9987 1.66615 0.037227
3.1742 1.66292 0.038071
3.36 1.65923 0.038953
3.5566 1.65499 0.0398
3.7648 1.65004 0.040528
3.9851 1.64413 0.041046
4.2184 1.6368200000000002 0.04133
4.4653 1.62765 0.041667
4.7266 1.6163699999999999 0.042441
5.0032 1.60283 0.044077
5.296 1.58741 0.046755
5.606 1.5701399999999999 0.04944
5.9341 1.54942 0.050569
6.2814 1.52067 0.049272
6.649 1.47806 0.049665
7.0382 1.4177 0.058529
7.4501 1.3373599999999999 0.08656
7.8861 1.23764 0.14951
8.3477 1.13101 0.27404
8.8362 1.064037 0.48676
9.3534 1.13579 0.75978
9.9008 1.33962 0.91104
10.48 1.52568 0.98494
11.094 1.7321499999999999 0.99734
11.743 1.9124400000000001 0.92028
12.43 2.0275 0.78904
13.158 2.0608 0.61931
13.928 1.96126 0.48151
14.743 1.81928 0.47425
15.606 1.7195 0.54251
16.519 1.6606100000000001 0.65127
17.486 1.65126 0.78666
18.509 1.70111 0.92457
19.593 1.8009300000000001 1.0294
20.739 1.91402 1.0917
21.953 2.0255 1.1234
23.238 2.1269 1.1326
24.598 2.2141 1.1295
26.038 2.2894 1.124
27.562 2.3599 1.1188
29.175 2.4284 1.1126
30.882 2.4957000000000003 1.1041
32.69 2.5615 1.0926
34.603 2.6256 1.0782
36.628 2.6881 1.0609
38.772 2.7485 1.0407
41.041 2.8068 1.0177
43.443 2.8628 0.992
45.985 2.9161 0.96371
48.677 2.9665999999999997 0.93302
51.526 3.0138 0.90013
54.541 3.0575 0.86546
57.733 3.0974 0.82956
61.112 3.1335 0.79296
64.689 3.1661 0.75611
68.475 3.1951 0.71944
72.482 3.2208 0.68331
76.725 3.2435 0.64799
81.215 3.2635 0.61369
85.968 3.2809 0.5806
91.0 3.2961 0.54884
96.326 3.3093 0.51852
101.96 3.3207 0.48972
107.93 3.3306 0.46243
114.25 3.3393 0.43661
120.93 3.3469 0.41218
128.01 3.3536 0.38908
135.5 3.3594 0.36726
143.43 3.3646 0.34666
151.83 3.369 0.32721
160.72 3.373 0.30885
170.12 3.3764 0.29154
180.08 3.3795 0.27521
190.62 3.3822 0.25982
201.77 3.3845 0.2453
213.58 3.3866 0.23161
226.08 3.3885 0.2187
239.32 3.3901 0.20652
253.32 3.3916 0.19503
268.15 3.3929 0.18419
283.84 3.3941 0.17395
300.45 3.3951 0.16428
318.04 3.396 0.15516
336.65 3.3968 0.14654
356.35 3.3976 0.1384
377.21 3.3982 0.13071
399.29 3.3988 0.12345
422.66 3.3993 0.1166
447.39 3.3997 0.11013
473.58 3.4001 0.10402
501.29 3.4005 0.098256
530.63 3.4008 0.092811
561.69 3.4011 0.087669
594.56 3.4014 0.082814
629.36 3.4016 0.078229
666.2 3.4018 0.073899
705.19 3.402 0.069808
746.46 3.4021 0.065944
790.15 3.4023 0.062295
836.39 3.4024 0.058847
885.34 3.4025 0.05559
937.16 3.4026 0.052514
992.01 3.4027 0.049608
1050.1 3.4028 0.046862
1111.5 3.4029 0.044269
1176.6 3.403 0.04182
1245.4 3.403 0.039508
1318.3 3.4031 0.037324
1395.5 3.4031 0.035262
1477.2 3.4032 0.033314
1563.6 3.4032 0.031474
1655.1 3.4032 0.029735
1752.0 3.4033 0.028092
1854.5 3.4033 0.02654
1963.1 3.4033 0.025073
2078.0 3.4033 0.023687
2199.6 3.4034 0.022378
2328.3 3.4034 0.021141
2464.6 3.4034 0.019972
2608.8 3.4034 0.018868
2761.5 3.4034 0.017825
2923.1 3.4034 0.016839
3094.2 3.4034 0.015908
3275.3 3.4035 0.015028
3467.0 3.4035 0.014197
3669.9 3.4035 0.013412
3884.7 3.4035 0.01267
4112.0 3.4035 0.01197
4352.7 3.4035 0.011308
4607.5 3.4035 0.010682
4877.1 3.4035 0.010092
5162.6 3.4035 0.0095337
5464.7 3.4035 0.0090066
5784.5 3.4035 0.0085086
6123.1 3.4035 0.0080382
6481.5 3.4035 0.0075938
6860.8 3.4035 0.007174
7262.3 3.4035 0.0067774
7687.4 3.4035 0.0064027
8137.3 3.4035 0.0060488
8613.5 3.4035 0.0057144
9117.7 3.4035 0.0053985
