wave n k
0.00063595 0.99983154 2.6909e-05
0.00063741 0.99983093 2.7131e-05
0.00063888 0.99983025 2.7354e-05
0.00064036 0.99982965 2.7579e-05
0.00064183 0.99982898 2.7806e-05
0.00064331 0.99982838 2.8035e-05
0.00064479 0.99982771 2.8265e-05
0.00064628 0.99982714 2.8498e-05
0.00064777 0.99982648 2.8732e-05
0.00064926 0.99982592 2.8968e-05
0.00065076 0.99982529 2.9206e-05
0.00065226 0.99982474 2.9445e-05
0.00065376 0.99982414 2.9687e-05
0.00065527 0.99982363 2.993e-05
0.00065678 0.99982307 3.0175e-05
0.0006583 0.9998226 3.0422e-05
0.00065981 0.99982209 3.0671e-05
0.00066133 0.99982171 3.0923e-05
0.00066286 0.99982129 3.1176e-05
0.00066439 0.99982105 3.1432e-05
0.00066592 0.99982083 3.1689e-05
0.00066745 0.99982088 3.1947e-05
0.00066899 0.99982119 3.2207e-05
0.00067054 0.99981993 3.2468e-05
0.00067208 0.99982459 2.8693e-05
0.00067363 0.99982395 2.504e-05
0.00067518 0.99981852 2.4508e-05
0.00067674 0.99981644 2.4711e-05
0.0006783 0.99981474 2.4917e-05
0.00067986 0.99981332 2.5124e-05
0.00068143 0.99981195 2.5333e-05
0.000683 0.99981071 2.5543e-05
0.00068458 0.99980947 2.5755e-05
0.00068615 0.99980833 2.597e-05
0.00068774 0.99980715 2.6186e-05
0.00068932 0.99980607 2.6403e-05
0.00069091 0.99980493 2.6622e-05
0.0006925 0.99980389 2.6841e-05
0.0006941 0.99980277 2.7063e-05
0.0006957 0.99980174 2.7286e-05
0.0006973 0.99980064 2.7513e-05
0.00069891 0.99979962 2.7742e-05
0.00070052 0.99979854 2.7972e-05
0.00070214 0.99979754 2.8203e-05
0.00070376 0.99979645 2.8436e-05
0.00070538 0.99979546 2.8671e-05
0.000707 0.99979438 2.8909e-05
0.00070863 0.99979339 2.9149e-05
0.00071027 0.9997923 2.9392e-05
0.0007119 0.99979131 2.9636e-05
0.00071355 0.99979024 2.9882e-05
0.00071519 0.99978924 3.0129e-05
0.00071684 0.99978817 3.0378e-05
0.00071849 0.99978718 3.0629e-05
0.00072015 0.99978609 3.0882e-05
0.00072181 0.9997851 3.1139e-05
0.00072347 0.99978401 3.1399e-05
0.00072514 0.99978301 3.1661e-05
0.00072681 0.99978192 3.1925e-05
0.00072849 0.99978093 3.219e-05
0.00073017 0.99977984 3.2456e-05
0.00073185 0.99977882 3.2726e-05
0.00073354 0.99977773 3.2998e-05
0.00073523 0.99977673 3.3272e-05
0.00073692 0.99977562 3.3547e-05
0.00073862 0.99977461 3.3824e-05
0.00074032 0.9997735 3.4103e-05
0.00074203 0.99977248 3.4385e-05
0.00074374 0.99977136 3.4671e-05
0.00074546 0.99977034 3.4959e-05
0.00074717 0.99976922 3.5251e-05
0.0007489 0.99976819 3.5545e-05
0.00075062 0.99976706 3.584e-05
0.00075235 0.99976604 3.6138e-05
0.00075409 0.9997649 3.6438e-05
0.00075583 0.99976386 3.674e-05
0.00075757 0.99976272 3.7045e-05
0.00075931 0.99976167 3.7351e-05
0.00076106 0.99976053 3.7661e-05
0.00076282 0.99975948 3.7973e-05
0.00076458 0.99975832 3.8287e-05
0.00076634 0.99975727 3.8605e-05
0.00076811 0.99975611 3.8925e-05
0.00076988 0.99975505 3.9248e-05
0.00077165 0.99975387 3.9574e-05
0.00077343 0.99975281 3.9903e-05
0.00077521 0.99975163 4.0234e-05
0.000777 0.99975055 4.0568e-05
0.00077879 0.99974937 4.0905e-05
0.00078059 0.9997483 4.1245e-05
0.00078239 0.9997471 4.1588e-05
0.00078419 0.99974602 4.1934e-05
0.000786 0.99974482 4.2282e-05
0.00078781 0.99974374 4.2633e-05
0.00078963 0.99974252 4.2985e-05
0.00079145 0.99974143 4.3341e-05
0.00079327 0.99974022 4.3699e-05
0.0007951 0.99973911 4.406e-05
0.00079693 0.99973789 4.4425e-05
0.00079877 0.99973679 4.4793e-05
0.00080061 0.99973555 4.5164e-05
0.00080246 0.99973444 4.5538e-05
0.00080431 0.9997332 4.5915e-05
0.00080616 0.99973208 4.6295e-05
0.00080802 0.99973083 4.6679e-05
0.00080988 0.99972971 4.7066e-05
0.00081175 0.99972846 4.7458e-05
0.00081362 0.99972732 4.7852e-05
0.0008155 0.99972607 4.8248e-05
0.00081738 0.99972495 4.8646e-05
0.00081926 0.99972367 4.9047e-05
0.00082115 0.99972253 4.9452e-05
0.00082304 0.99972126 4.9863e-05
0.00082494 0.9997201 5.0278e-05
0.00082684 0.99971883 5.0695e-05
0.00082875 0.99971769 5.1115e-05
0.00083066 0.9997164 5.1537e-05
0.00083257 0.99971524 5.1962e-05
0.00083449 0.99971395 5.2391e-05
0.00083641 0.9997128 5.2825e-05
0.00083834 0.99971149 5.3262e-05
0.00084028 0.99971034 5.37e-05
0.00084221 0.99970903 5.414e-05
0.00084415 0.99970786 5.4585e-05
0.0008461 0.99970655 5.5035e-05
0.00084805 0.99970538 5.5491e-05
0.00085 0.99970407 5.5952e-05
0.00085196 0.99970289 5.6415e-05
0.00085393 0.99970157 5.6879e-05
0.0008559 0.99970041 5.7347e-05
0.00085787 0.99969907 5.7819e-05
0.00085985 0.9996979 5.8296e-05
0.00086183 0.99969658 5.8776e-05
0.00086382 0.99969539 5.926e-05
0.00086581 0.99969407 5.9744e-05
0.0008678 0.9996929 6.0233e-05
0.0008698 0.99969154 6.0727e-05
0.00087181 0.99969037 6.1227e-05
0.00087382 0.99968904 6.1733e-05
0.00087583 0.99968787 6.2244e-05
0.00087785 0.99968652 6.2757e-05
0.00087988 0.99968536 6.3271e-05
0.0008819 0.99968403 6.3789e-05
0.00088394 0.99968285 6.4309e-05
0.00088598 0.99968152 6.4833e-05
0.00088802 0.99968037 6.5361e-05
0.00089006 0.99967902 6.5897e-05
0.00089212 0.99967787 6.6439e-05
0.00089417 0.99967655 6.6986e-05
0.00089623 0.99967541 6.7536e-05
0.0008983 0.99967409 6.8089e-05
0.00090037 0.99967296 6.8644e-05
0.00090245 0.99967166 6.9204e-05
0.00090453 0.99967054 6.977e-05
0.00090661 0.99966926 7.0341e-05
0.0009087 0.99966818 7.0917e-05
0.0009108 0.9996669 7.1499e-05
0.0009129 0.99966584 7.2086e-05
0.000915 0.99966462 7.2675e-05
0.00091711 0.99966359 7.3267e-05
0.00091922 0.9996624 7.3862e-05
0.00092134 0.99966144 7.4464e-05
0.00092347 0.9996603 7.5075e-05
0.0009256 0.99965939 7.5693e-05
0.00092773 0.99965836 7.6315e-05
0.00092987 0.99965758 7.6936e-05
0.00093201 0.99965664 7.7559e-05
0.00093416 0.99965602 7.8186e-05
0.00093631 0.9996553 7.8822e-05
0.00093847 0.99965493 7.9466e-05
0.00094064 0.9996546 8.0117e-05
0.0009428 0.99965484 8.0772e-05
0.00094498 0.99965551 8.1429e-05
0.00094716 0.99965487 8.209e-05
0.00094934 0.9996672 7.805e-05
0.00095153 0.99967061 6.4228e-05
0.00095372 0.99965181 6.4752e-05
0.00095592 0.99964746 6.5281e-05
0.00095812 0.99964389 6.5815e-05
0.00096033 0.99964093 6.6355e-05
0.00096255 0.99963811 6.6897e-05
0.00096476 0.99963564 6.7442e-05
0.00096699 0.99963309 6.799e-05
0.00096922 0.99963084 6.8543e-05
0.00097145 0.99962848 6.9101e-05
0.00097369 0.99962636 6.9665e-05
0.00097594 0.99962407 7.0232e-05
0.00097819 0.99962203 7.08e-05
0.00098044 0.99961983 7.1372e-05
0.0009827 0.99961781 7.195e-05
0.00098497 0.99961565 7.2537e-05
0.00098724 0.99961369 7.313e-05
0.00098951 0.99961154 7.3729e-05
0.00099179 0.99960961 7.4328e-05
0.00099408 0.9996075 7.4927e-05
0.00099637 0.99960559 7.5529e-05
0.00099867 0.99960345 7.614e-05
0.001001 0.99960155 7.6759e-05
0.0010033 0.99959944 7.7386e-05
0.0010056 0.99959753 7.8016e-05
0.0010079 0.99959544 7.8648e-05
0.0010102 0.99959355 7.9284e-05
0.0010126 0.99959143 7.9925e-05
0.0010149 0.99958954 8.0574e-05
0.0010172 0.99958744 8.1229e-05
0.0010196 0.99958552 8.1888e-05
0.0010219 0.99958342 8.2551e-05
0.0010243 0.99958153 8.3217e-05
0.0010266 0.99957942 8.3888e-05
0.001029 0.9995775 8.4567e-05
0.0010314 0.99957538 8.5252e-05
0.0010338 0.99957348 8.5943e-05
0.0010361 0.99957132 8.664e-05
0.0010385 0.99956942 8.7344e-05
0.0010409 0.99956727 8.8054e-05
0.0010433 0.99956534 8.8772e-05
0.0010457 0.99956319 8.9498e-05
0.0010481 0.99956128 9.0227e-05
0.0010506 0.99955913 9.0958e-05
0.001053 0.99955718 9.169e-05
0.0010554 0.99955501 9.2427e-05
0.0010578 0.99955308 9.3173e-05
0.0010603 0.99955086 9.3931e-05
0.0010627 0.99954892 9.4697e-05
0.0010652 0.99954673 9.5469e-05
0.0010676 0.99954476 9.6244e-05
0.0010701 0.99954255 9.7023e-05
0.0010726 0.9995406 9.781e-05
0.001075 0.99953835 9.8606e-05
0.0010775 0.99953638 9.9411e-05
0.00108 0.99953415 0.00010022
0.0010825 0.99953218 0.00010103
0.001085 0.99952991 0.00010185
0.0010875 0.99952793 0.00010267
0.00109 0.99952566 0.0001035
0.0010925 0.99952364 0.00010434
0.001095 0.99952136 0.00010519
0.0010975 0.99951936 0.00010605
0.0011001 0.99951704 0.00010692
0.0011026 0.99951503 0.00010779
0.0011052 0.99951273 0.00010866
0.0011077 0.99951071 0.00010955
0.0011103 0.99950836 0.00011043
0.0011128 0.99950633 0.00011133
0.0011154 0.99950399 0.00011224
0.0011179 0.99950192 0.00011316
0.0011205 0.99949958 0.00011408
0.0011231 0.99949754 0.00011501
0.0011257 0.99949515 0.00011594
0.0011283 0.99949309 0.00011688
0.0011309 0.99949071 0.00011783
0.0011335 0.99948861 0.00011879
0.0011361 0.99948623 0.00011976
0.0011387 0.99948415 0.00012073
0.0011414 0.99948175 0.00012171
0.001144 0.99947962 0.00012269
0.0011466 0.9994772 0.00012369
0.0011493 0.99947511 0.00012469
0.0011519 0.99947263 0.00012571
0.0011546 0.99947052 0.00012674
0.0011572 0.99946807 0.00012777
0.0011599 0.99946591 0.00012882
0.0011626 0.99946347 0.00012987
0.0011653 0.99946134 0.00013092
0.0011679 0.99945886 0.00013198
0.0011706 0.99945668 0.00013306
0.0011733 0.99945419 0.00013415
0.001176 0.99945205 0.00013525
0.0011787 0.99944952 0.00013635
0.0011815 0.99944738 0.00013746
0.0011842 0.99944486 0.00013857
0.0011869 0.99944266 0.00013969
0.0011897 0.99944011 0.00014083
0.0011924 0.99943796 0.00014199
0.0011951 0.99943537 0.00014315
0.0011979 0.9994332 0.00014431
0.0012007 0.99943065 0.00014548
0.0012034 0.99942847 0.00014666
0.0012062 0.99942584 0.00014785
0.001209 0.99942365 0.00014906
0.0012118 0.99942107 0.00015028
0.0012146 0.99941883 0.0001515
0.0012174 0.99941624 0.00015272
0.0012202 0.99941405 0.00015395
0.001223 0.99941137 0.0001552
0.0012258 0.99940916 0.00015647
0.0012286 0.99940651 0.00015775
0.0012315 0.99940431 0.00015904
0.0012343 0.99940162 0.00016035
0.0012371 0.99939941 0.00016165
0.00124 0.99939677 0.00016297
0.0012429 0.99939451 0.00016429
0.0012457 0.99939185 0.00016562
0.0012486 0.99938964 0.00016697
0.0012515 0.99938691 0.00016832
0.0012544 0.99938469 0.0001697
0.0012572 0.99938202 0.00017108
0.0012601 0.99937974 0.00017246
0.0012631 0.99937706 0.00017385
0.001266 0.99937482 0.00017526
0.0012689 0.99937212 0.00017667
0.0012718 0.99936983 0.0001781
0.0012747 0.99936713 0.00017955
0.0012777 0.99936491 0.000181
0.0012806 0.99936215 0.00018245
0.0012836 0.99935991 0.00018392
0.0012865 0.9993572 0.0001854
0.0012895 0.9993549 0.00018688
0.0012925 0.99935219 0.00018838
0.0012955 0.99934994 0.00018989
0.0012984 0.99934722 0.0001914
0.0013014 0.99934492 0.00019293
0.0013044 0.99934218 0.00019446
0.0013074 0.99933995 0.00019601
0.0013105 0.99933716 0.00019757
0.0013135 0.99933492 0.00019914
0.0013165 0.99933219 0.00020071
0.0013195 0.99932989 0.00020228
0.0013226 0.99932714 0.00020387
0.0013256 0.99932491 0.00020547
0.0013287 0.99932209 0.00020708
0.0013317 0.99931984 0.0002087
0.0013348 0.99931708 0.00021033
0.0013379 0.99931484 0.00021196
0.001341 0.999312 0.0002136
0.0013441 0.99930976 0.00021525
0.0013472 0.99930697 0.00021692
0.0013503 0.99930465 0.00021859
0.0013534 0.99930187 0.00022028
0.0013565 0.99929963 0.00022197
0.0013596 0.99929676 0.00022368
0.0013628 0.9992945 0.0002254
0.0013659 0.99929167 0.00022714
0.0013691 0.99928942 0.00022889
0.0013722 0.99928652 0.00023066
0.0013754 0.99928427 0.00023244
0.0013785 0.99928144 0.00023424
0.0013817 0.99927912 0.00023605
0.0013849 0.99927628 0.00023788
0.0013881 0.99927405 0.00023973
0.0013913 0.99927112 0.0002416
0.0013945 0.99926889 0.00024348
0.0013977 0.99926603 0.00024539
0.0014009 0.99926373 0.00024732
0.0014042 0.99926088 0.00024928
0.0014074 0.99925867 0.00025126
0.0014107 0.99925582 0.00025326
0.0014139 0.99925357 0.00025528
0.0014172 0.99925074 0.00025733
0.0014204 0.99924862 0.0002594
0.0014237 0.9992457 0.0002615
0.001427 0.99924361 0.00026363
0.0014303 0.9992408 0.0002658
0.0014336 0.99923868 0.00026799
0.0014369 0.99923592 0.00027022
0.0014402 0.99923396 0.00027249
0.0014435 0.99923125 0.00027478
0.0014468 0.99922931 0.00027711
0.0014502 0.99922669 0.00027947
0.0014535 0.99922499 0.00028188
0.0014569 0.99922243 0.00028434
0.0014602 0.9992209 0.0002868
0.0014636 0.99921876 0.00028926
0.001467 0.99921735 0.00029167
0.0014704 0.99921565 0.00029398
0.0014737 0.99921447 0.00029613
0.0014771 0.99921304 0.00029808
0.0014805 0.99921185 0.00029981
0.001484 0.99921055 0.00030136
0.0014874 0.99920921 0.00030273
0.0014908 0.99920768 0.00030394
0.0014942 0.99920609 0.00030503
0.0014977 0.99920437 0.00030603
0.0015011 0.9992024 0.00030695
0.0015046 0.99920034 0.00030784
0.0015081 0.99919818 0.00030871
0.0015115 0.99919563 0.00030959
0.001515 0.99919318 0.00031051
0.0015185 0.99919032 0.00031149
0.001522 0.99918766 0.00031257
0.0015255 0.99918433 0.00031377
0.001529 0.99918151 0.00031512
0.0015326 0.99917798 0.00031665
0.0015361 0.99917503 0.00031834
0.0015396 0.99917139 0.00032021
0.0015432 0.99916861 0.00032225
0.0015468 0.99916486 0.00032444
0.0015503 0.9991622 0.00032677
0.0015539 0.99915863 0.00032924
0.0015575 0.99915605 0.00033182
0.0015611 0.99915261 0.00033453
0.0015647 0.99915033 0.00033735
0.0015683 0.99914707 0.00034027
0.0015719 0.99914495 0.00034328
0.0015755 0.99914194 0.00034636
0.0015791 0.99914021 0.00034951
0.0015828 0.99913734 0.00035271
0.0015864 0.99913587 0.00035596
0.0015901 0.99913341 0.00035925
0.0015938 0.99913211 0.00036256
0.0015974 0.99913 0.00036587
0.0016011 0.99912908 0.00036918
0.0016048 0.99912726 0.00037248
0.0016085 0.99912651 0.00037577
0.0016122 0.999125 0.00037904
0.0016159 0.99912465 0.00038231
0.0016197 0.99912332 0.00038556
0.0016234 0.99912325 0.00038878
0.0016271 0.99912238 0.00039198
0.0016309 0.9991225 0.00039516
0.0016346 0.999122 0.00039831
0.0016384 0.99912259 0.00040142
0.0016422 0.99912235 0.00040451
0.001646 0.9991233 0.00040755
0.0016498 0.99912363 0.00041056
0.0016536 0.99912504 0.00041353
0.0016574 0.99912578 0.00041645
0.0016612 0.99912771 0.00041933
0.001665 0.99912921 0.00042216
0.0016689 0.99913169 0.00042497
0.0016727 0.99913401 0.00042773
0.0016766 0.99913755 0.00043047
0.0016804 0.99914084 0.00043318
0.0016843 0.99914569 0.00043586
0.0016882 0.99915075 0.00043852
0.0016921 0.99915772 0.00044116
0.001696 0.99916544 0.00044378
0.0016999 0.99917622 0.0004464
0.0017038 0.99918968 0.000449
0.0017077 0.99920936 0.0004516
0.0017117 0.99923996 0.0004542
0.0017156 0.99918767 0.0004568
0.0017196 0.99931148 0.00027827
0.0017235 0.99925801 0.00025285
0.0017275 0.9991966 0.00025487
0.0017315 0.99917105 0.00025689
0.0017355 0.9991507 0.00025891
0.0017395 0.99913447 0.00026093
0.0017435 0.99911981 0.00026296
0.0017475 0.99910727 0.000265
0.0017515 0.99909534 0.00026705
0.0017556 0.99908494 0.0002691
0.0017596 0.99907451 0.00027115
0.0017637 0.99906536 0.0002732
0.0017678 0.99905603 0.00027526
0.0017718 0.99904765 0.00027734
0.0017759 0.99903905 0.00027942
0.00178 0.99903136 0.00028151
0.0017841 0.99902326 0.0002836
0.0017882 0.99901593 0.00028571
0.0017923 0.99900819 0.00028783
0.0017965 0.9990013 0.00028998
0.0018006 0.9989937 0.00029216
0.0018048 0.9989871 0.00029436
0.0018089 0.9989799 0.00029658
0.0018131 0.9989734 0.00029883
0.0018173 0.9989663 0.00030111
0.0018215 0.9989601 0.00030343
0.0018257 0.9989531 0.00030578
0.0018299 0.9989469 0.00030818
0.0018341 0.9989401 0.00031061
0.0018383 0.9989342 0.00031309
0.0018426 0.9989274 0.00031561
0.0018468 0.9989216 0.00031818
0.0018511 0.998915 0.00032079
0.0018553 0.9989093 0.00032344
0.0018596 0.9989028 0.00032613
0.0018639 0.9988973 0.00032886
0.0018682 0.9988908 0.00033163
0.0018725 0.9988854 0.00033443
0.0018768 0.9988791 0.00033725
0.0018811 0.9988739 0.00034011
0.0018855 0.9988676 0.000343
0.0018898 0.9988624 0.00034593
0.0018942 0.9988563 0.00034889
0.0018985 0.9988512 0.00035187
0.0019029 0.9988452 0.00035487
0.0019073 0.9988403 0.00035789
0.0019117 0.9988343 0.00036093
0.0019161 0.9988295 0.00036399
0.0019205 0.9988237 0.00036707
0.001925 0.9988189 0.00037016
0.0019294 0.9988132 0.00037327
0.0019338 0.9988085 0.00037638
0.0019383 0.9988029 0.0003795
0.0019428 0.9987983 0.00038262
0.0019472 0.9987928 0.00038574
0.0019517 0.9987883 0.00038886
0.0019562 0.9987828 0.00039199
0.0019607 0.9987784 0.00039513
0.0019653 0.998773 0.00039827
0.0019698 0.9987685 0.00040141
0.0019743 0.9987632 0.00040455
0.0019789 0.9987589 0.0004077
0.0019835 0.9987537 0.00041086
0.001988 0.9987493 0.00041403
0.0019926 0.9987441 0.00041721
0.0019972 0.9987399 0.0004204
0.0020018 0.9987346 0.0004236
0.0020064 0.9987305 0.00042681
0.002011 0.9987253 0.00043003
0.0020157 0.9987211 0.00043328
0.0020203 0.998716 0.00043654
0.002025 0.998712 0.00043983
0.0020297 0.9987069 0.00044313
0.0020343 0.9987028 0.00044645
0.002039 0.9986978 0.0004498
0.0020437 0.9986939 0.00045317
0.0020484 0.9986888 0.00045657
0.0020532 0.998685 0.00045999
0.0020579 0.9986801 0.00046346
0.0020626 0.9986762 0.00046695
0.0020674 0.9986714 0.00047048
0.0020722 0.9986677 0.00047403
0.0020769 0.9986628 0.00047762
0.0020817 0.9986593 0.00048125
0.0020865 0.9986546 0.00048491
0.0020913 0.9986512 0.00048863
0.0020961 0.9986464 0.0004924
0.002101 0.9986431 0.00049621
0.0021058 0.9986387 0.00050007
0.0021107 0.9986354 0.00050398
0.0021155 0.9986311 0.00050794
0.0021204 0.9986282 0.00051196
0.0021253 0.9986238 0.00051604
0.0021302 0.9986211 0.00052018
0.0021351 0.9986171 0.00052439
0.00214 0.9986147 0.00052866
0.002145 0.9986108 0.000533
0.0021499 0.9986087 0.00053742
0.0021549 0.9986052 0.00054192
0.0021598 0.9986033 0.00054649
0.0021648 0.9986002 0.00055115
0.0021698 0.998599 0.00055589
0.0021748 0.9985962 0.00056069
0.0021798 0.9985956 0.00056552
0.0021848 0.9985936 0.00057039
0.0021899 0.9985933 0.00057526
0.0021949 0.9985921 0.00058011
0.0022 0.9985927 0.00058493
0.0022051 0.9985923 0.00058968
0.0022101 0.9985934 0.00059435
0.0022152 0.998594 0.0005989
0.0022204 0.998596 0.00060331
0.0022255 0.9985974 0.00060755
0.0022306 0.9986002 0.0006116
0.0022357 0.9986028 0.00061546
0.0022409 0.9986063 0.00061913
0.0022461 0.9986099 0.00062261
0.0022512 0.9986145 0.00062591
0.0022564 0.9986193 0.00062904
0.0022616 0.998625 0.00063203
0.0022668 0.9986314 0.00063488
0.0022721 0.9986391 0.0006376
0.0022773 0.9986474 0.0006402
0.0022826 0.9986577 0.00064269
0.0022878 0.9986696 0.00064509
0.0022931 0.9986839 0.00064742
0.0022984 0.9987015 0.00064968
0.0023037 0.998724 0.0006519
0.002309 0.9987532 0.00065408
0.0023143 0.9987954 0.00065623
0.0023196 0.9988912 0.00065837
0.002325 0.998826 0.00060637
0.0023304 0.9989895 0.00029428
0.0023357 0.9988933 0.00023113
0.0023411 0.9987593 0.00023299
0.0023465 0.9987056 0.00023491
0.0023519 0.9986636 0.00023688
0.0023573 0.9986293 0.0002389
0.0023628 0.9985988 0.00024097
0.0023682 0.9985723 0.00024309
0.0023737 0.9985475 0.00024526
0.0023791 0.9985254 0.00024749
0.0023846 0.9985038 0.00024977
0.0023901 0.9984844 0.00025208
0.0023956 0.9984651 0.00025442
0.0024012 0.9984475 0.00025678
0.0024067 0.9984299 0.00025916
0.0024122 0.9984137 0.00026154
0.0024178 0.9983971 0.00026393
0.0024234 0.998382 0.00026632
0.002429 0.9983664 0.0002687
0.0024346 0.998352 0.00027106
0.0024402 0.9983372 0.00027341
0.0024458 0.9983233 0.00027575
0.0024514 0.9983091 0.00027807
0.0024571 0.9982957 0.00028038
0.0024628 0.9982819 0.00028268
0.0024684 0.9982689 0.00028496
0.0024741 0.9982553 0.00028723
0.0024798 0.9982427 0.00028949
0.0024855 0.9982295 0.00029174
0.0024913 0.998217 0.00029398
0.002497 0.9982041 0.0002962
0.0025028 0.9981918 0.00029841
0.0025085 0.998179 0.0003006
0.0025143 0.9981669 0.00030278
0.0025201 0.9981542 0.00030496
0.0025259 0.9981422 0.00030714
0.0025318 0.9981296 0.00030931
0.0025376 0.9981177 0.00031147
0.0025434 0.9981053 0.00031363
0.0025493 0.9980933 0.00031578
0.0025552 0.9980809 0.00031792
0.0025611 0.9980691 0.00032006
0.002567 0.9980567 0.0003222
0.0025729 0.9980449 0.00032434
0.0025788 0.9980325 0.00032648
0.0025848 0.9980207 0.00032862
0.0025907 0.9980082 0.00033077
0.0025967 0.9979965 0.00033291
0.0026027 0.9979841 0.00033506
0.0026087 0.9979722 0.00033721
0.0026147 0.9979597 0.00033936
0.0026207 0.9979479 0.00034152
0.0026268 0.9979353 0.00034368
0.0026328 0.9979234 0.00034587
0.0026389 0.9979109 0.00034806
0.002645 0.9978989 0.00035027
0.0026511 0.9978862 0.00035249
0.0026572 0.9978743 0.00035471
0.0026633 0.9978616 0.00035694
0.0026694 0.9978494 0.0003592
0.0026756 0.9978366 0.00036148
0.0026818 0.9978245 0.00036378
0.002688 0.9978116 0.00036609
0.0026941 0.9977994 0.00036842
0.0027004 0.9977864 0.00037077
0.0027066 0.997774 0.00037314
0.0027128 0.997761 0.00037555
0.0027191 0.9977486 0.00037798
0.0027253 0.9977354 0.00038045
0.0027316 0.9977228 0.00038294
0.0027379 0.9977096 0.00038547
0.0027442 0.9976971 0.00038803
0.0027506 0.9976836 0.00039063
0.0027569 0.997671 0.00039326
0.0027633 0.9976575 0.00039593
0.0027696 0.9976447 0.00039862
0.002776 0.9976311 0.00040135
0.0027824 0.9976184 0.00040411
0.0027888 0.9976047 0.00040691
0.0027953 0.9975917 0.00040976
0.0028017 0.9975779 0.00041264
0.0028082 0.997565 0.00041555
0.0028146 0.997551 0.0004185
0.0028211 0.997538 0.00042148
0.0028276 0.997524 0.0004245
0.0028341 0.9975108 0.00042756
0.0028407 0.9974967 0.00043066
0.0028472 0.9974836 0.0004338
0.0028538 0.9974692 0.00043697
0.0028604 0.997456 0.00044019
0.002867 0.9974417 0.00044344
0.0028736 0.9974284 0.00044672
0.0028802 0.9974138 0.00045005
0.0028868 0.9974004 0.00045342
0.0028935 0.9973859 0.00045684
0.0029002 0.9973723 0.00046029
0.0029068 0.9973576 0.00046377
0.0029135 0.9973441 0.0004673
0.0029203 0.9973292 0.00047086
0.002927 0.9973156 0.00047447
0.0029337 0.9973007 0.00047813
0.0029405 0.997287 0.00048183
0.0029473 0.9972719 0.00048557
0.0029541 0.9972581 0.00048935
0.0029609 0.997243 0.00049316
0.0029677 0.997229 0.00049701
0.0029746 0.9972138 0.00050091
0.0029814 0.9971998 0.00050486
0.0029883 0.9971844 0.00050886
0.0029952 0.9971703 0.00051289
0.0030021 0.9971549 0.00051696
0.003009 0.9971406 0.00052107
0.0030159 0.9971251 0.00052523
0.0030229 0.9971109 0.00052944
0.0030299 0.9970952 0.00053369
0.0030368 0.9970808 0.000538
0.0030438 0.9970651 0.00054234
0.0030509 0.9970507 0.00054673
0.0030579 0.9970347 0.00055117
0.0030649 0.9970203 0.00055565
0.003072 0.9970043 0.00056018
0.0030791 0.9969896 0.00056476
0.0030862 0.9969735 0.0005694
0.0030933 0.9969589 0.00057408
0.0031004 0.9969428 0.00057882
0.0031076 0.9969279 0.00058359
0.0031147 0.9969117 0.00058841
0.0031219 0.996897 0.00059327
0.0031291 0.9968804 0.00059818
0.0031363 0.9968657 0.00060313
0.0031436 0.9968492 0.00060814
0.0031508 0.9968342 0.0006132
0.0031581 0.9968177 0.00061831
0.0031653 0.9968028 0.00062344
0.0031726 0.9967861 0.00062861
0.00318 0.9967712 0.00063378
0.0031873 0.9967545 0.00063897
0.0031946 0.9967395 0.00064421
0.003202 0.9967225 0.00064948
0.0032094 0.9967074 0.00065479
0.0032168 0.9966906 0.00066012
0.0032242 0.9966752 0.00066546
0.0032316 0.9966583 0.00067083
0.0032391 0.996643 0.00067623
0.0032465 0.9966257 0.00068167
0.003254 0.9966104 0.00068715
0.0032615 0.9965932 0.00069265
0.003269 0.9965777 0.00069817
0.0032766 0.9965603 0.0007037
0.0032841 0.9965447 0.00070926
0.0032917 0.9965273 0.00071486
0.0032993 0.9965114 0.0007205
0.0033069 0.9964939 0.00072618
0.0033145 0.9964782 0.00073187
0.0033222 0.9964603 0.00073759
0.0033298 0.9964445 0.00074333
0.0033375 0.9964267 0.0007491
0.0033452 0.9964107 0.00075493
0.0033529 0.9963926 0.00076079
0.0033606 0.9963765 0.00076667
0.0033684 0.9963585 0.00077257
0.0033761 0.996342 0.0007785
0.0033839 0.9963239 0.00078446
0.0033917 0.9963076 0.00079045
0.0033996 0.9962891 0.00079648
0.0034074 0.9962726 0.00080255
0.0034152 0.9962542 0.00080864
0.0034231 0.9962374 0.00081476
0.003431 0.9962188 0.00082091
0.0034389 0.9962021 0.0008271
0.0034468 0.9961834 0.00083332
0.0034548 0.9961663 0.00083957
0.0034628 0.9961475 0.00084587
0.0034707 0.9961305 0.00085221
0.0034787 0.9961113 0.00085858
0.0034868 0.9960942 0.00086499
0.0034948 0.996075 0.00087143
0.0035029 0.9960576 0.0008779
0.0035109 0.9960383 0.00088439
0.003519 0.9960209 0.00089092
0.0035271 0.9960014 0.00089749
0.0035353 0.9959836 0.0009041
0.0035434 0.995964 0.00091075
0.0035516 0.9959464 0.00091745
0.0035598 0.9959264 0.00092419
0.003568 0.9959086 0.00093095
0.0035762 0.9958887 0.00093776
0.0035844 0.9958705 0.00094459
0.0035927 0.9958504 0.00095147
0.003601 0.9958323 0.00095839
0.0036093 0.9958117 0.00096536
0.0036176 0.9957935 0.00097237
0.0036259 0.995773 0.00097944
0.0036343 0.9957547 0.00098654
